path,language,reader,sentence,audio
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0018.mp3,ace,3103,untuk peumadju rasa horeumat njang universal keu hak hak azasi manusia dan azasi keumeurdehkaan,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0018.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0019.mp3,ace,3103,bahwasadjih,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0019.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0020.mp3,ace,3103,kesefahaman dan kesepakatan nibak hak hak dan keumeurdehkaan keumeurdehkaan njan nakeuh that that peunteng untuk djeuet ta peulaksana ikrar diateueh njan keubit keubit maka deungon njoe,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0020.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0021.mp3,ace,3103,madjeulih umum pbb  meupeunjata,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0021.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0022.mp3,ace,3103,peunjata umum hak hak azasi manusia sibagoe saboh ukoran bersama nibak hase kesepakatan njang ka geupeugot le ummat manusia,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0022.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0023.mp3,ace,3103,geutudjukan keu bandum bangsa dan nanggroe,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0023.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0024.mp3,ace,3103,supaja bandum ureueng dan tiep badan dalam masjarakat  sabe geu ingat keu peunjata njoe,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0024.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0025.mp3,ace,3103,geu oseuha untuk geupeureunoe dan geupeu phom sikap peu jum dan horeumat keu hak hak azasi dan keumeurdehkaan njoe,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0025.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0026.mp3,ace,3103,seutjara meutingkat tingkat didalam nanggroe dan internasional mangat djeuet teudjamin pengakuan dan peng iktirafan njan,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0026.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0027.mp3,ace,3103,teupeumadju dan tapeumeusjeuhu,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0027.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0028.mp3,ace,3103,peukara sa bandum ureueng lahe deungon meurdehka  dan deungon martabat dan hak njang saban,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0028.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0029.mp3,ace,3103,ngon akai geuseumike  ngon hate geumeurasa  bandum geutanjoe lagee sjeedara,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0029.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0030.mp3,ace,3103,hak dan keumuliaan,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0030.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0031.mp3,ace,3103,peukara nr duwa tiep ureueng na hak dan meurdehka ateueh bandum hak hak njang meuseubut didalam peunjata njoe deungon hana keutjuali biek djih,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0031.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0032.mp3,ace,3103,agam dan inong,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0032.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0033.mp3,ace,3103,basa ugama politek atawa peundapat njang mubida,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0033.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0034.mp3,ace,3103,bangsa atawa asai usui bangsa  hak milek  pat asai lahe atawa status njang laen,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0034.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0036.mp3,ace,3103,ureueng handjeuet geupeubida ateueh neuduek politek,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0036.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0037.mp3,ace,3103,hukom  atawa neuduek internasional nibak nanggroe atawa pat asai gobnjan geuteuka,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0037.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0038.mp3,ace,3103,meunantjit boh geuteuka nibak nanggroe njang meurdehka atawa wilajah wali,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0038.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0039.mp3,ace,3103,atawa wilajah kon peumeurintah keudroe  atawa dimijub bataih keudaulatan gob,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0039.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0040.mp3,ace,3103,peukara nr,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0040.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0042.mp3,ace,3103,peukara peuet hana meusidroe ureueng pih djeuet ta peulamiet atawa tapeudjeuet keu hamba sahaja,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0042.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0043.mp3,ace,3103,perbudakan dan publoe lamiet geu peuhareuem dalam bentuk sibeurangkapeue,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0043.mp3'}"
/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0044.mp3,ace,3103,peukara limong hana meusidroe ureueng pih djeuet ta enanja atawa ta seksa deungon dhalem atawa tapeuhina atawa tahukom deungon hana perikemanusiaan,"{'bytes': None, 'path': '/home/ahmadnaufalhakim/.cache/huggingface/datasets/downloads/extracted/c7ab9a52eff89d9c01b4905f2bbb0ef6cbda7226752040eed03eec4e47b058a5/librivox-indonesia/train/acehnese/universal-declaration-of-human-rights/human_rights_un_ace_adam_0044.mp3'}"
